,ID,Ort,Umkreis,MaxOrt,Preis,Flaeche,Zimmer,Grundstuecksflaeche,Kategorie,Etagen,Baujahr,Effizienzklasse,Energietraeger,Heizungsart,Stand
189,28uqr52,leipzig,50,max. 30 km,375.000 €,['134 m²'],['4 Zi.'],['751 m²'],['Einfamilienhaus'],['2 Geschosse'],['2007'],n.a,['Gas'],"['Fußbodenheizung, Zentralheizung']",2023-01-01
190,28ybp57,leipzig,50,max. 50 km,385.000 €,['122.85 m²'],['4 Zi.'],['305 m²'],['Doppelhaushälfte'],['3 Geschosse'],['1996'],n.a,['Gas'],"['Fußbodenheizung, Zentralheizung']",2023-01-01
191,27jf95g,leipzig,50,max. 50 km,150.000 €,['107 m²'],['6 Zi.'],['760 m²'],['Reihenendhaus'],n.a,['1930'],['G'],['Gas'],n.a,2023-01-01
192,28we65a,leipzig,50,max. 50 km,365.000 €,['316 m²'],['6 Zi.'],['357 m²'],['Einfamilienhaus'],['3 Geschosse'],['1950'],n.a,"['Elektro, Gas, Holz']","['Fußbodenheizung, Ofen, Zentralheizung']",2023-01-01
193,289l55a,leipzig,50,max. 50 km,330.000 €,['125 m²'],['4.5 Zi.'],['265 m²'],['Einfamilienhaus'],n.a,['2012'],['E'],['Gas'],"['Fußbodenheizung, offener Kamin, Zentralheizung']",2023-01-01
194,28wy354,leipzig,50,max. 50 km,750.000 €,['450 m²'],['13 Zi.'],['359 m²'],['Mehrfamilienhaus'],n.a,['1900'],['F'],['Gas'],['Etagenheizung'],2023-01-01
195,28uem58,leipzig,50,max. 50 km,569.000 €,['215 m²'],['5 Zi.'],['455 m²'],['Einfamilienhaus'],['3 Geschosse'],['2010'],['C'],['Gas'],['Fußbodenheizung'],2023-01-01
196,25db85p,leipzig,50,max. 50 km,385.840 €,['149 m²'],['5 Zi.'],['694 m²'],['Villa'],['2 Geschosse'],['2022'],n.a,['Elektro'],['Luft-/Wasser-Wärmepumpe'],2023-01-01
197,26qgf5t,leipzig,50,max. 50 km,598.000 €,['213.67 m²'],['30 Zi.'],['924 m²'],n.a,n.a,['1911'],n.a,['Gas'],['Zentralheizung'],2023-01-01
198,28zhq5b,leipzig,50,max. 50 km,119.188 €,['42 m²'],['1 Zi.'],['20.000 m²'],['Bungalow'],['1 Geschoss'],['2023'],['A+'],"['Elektro, Solar']",['Fußbodenheizung'],2023-01-01
199,27pqe5h,leipzig,50,max. 50 km,295.000 €,['120 m²'],['4 Zi.'],['174 m²'],['Reihenmittelhaus'],n.a,['1998'],['E'],['Gas'],['Zentralheizung'],2023-01-01
200,282jq53,muenchen,50,max. 10 km,910.000 €,['145 m²'],['6 Zi.'],['300 m²'],['Doppelhaushälfte'],n.a,['1999'],['B'],['Öl'],"['Ofen, Zentralheizung']",2023-01-01
201,27ymm56,muenchen,50,max. 10 km,1.980.000 €,['197 m²'],['7 Zi.'],['444 m²'],['Stadthaus'],n.a,['2016'],['D'],n.a,n.a,2023-01-01
202,27kr95y,muenchen,50,max. 10 km,7.903.000 €,['544.7 m²'],['16 Zi.'],['607 m²'],['Mehrfamilienhaus'],n.a,['2023'],['A'],n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe, offener Kamin']",2023-01-01
203,28dr45c,muenchen,50,max. 10 km,1.790.000 €,['165 m²'],['5 Zi.'],['200 m²'],['Doppelhaushälfte'],n.a,['2024'],n.a,n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2023-01-01
204,27le55t,muenchen,50,max. 10 km,1.297.000 €,['129.5 m²'],['5 Zi.'],"['170,90 m²']",['Doppelhaushälfte'],n.a,['2023'],n.a,n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung']",2023-01-01
205,28jmp5d,muenchen,50,max. 10 km,799.000 €,['147.2 m²'],['5 Zi.'],['266 m²'],['Reihenendhaus'],n.a,['1976'],['G'],['Gas'],n.a,2023-01-01
206,284j75c,muenchen,50,max. 10 km,1.195.000 €,['174 m²'],['5 Zi.'],['118 m²'],['Reihenmittelhaus'],n.a,['2022'],['A+'],n.a,"['Luft-/Wasser-Wärmepumpe, Zentralheizung']",2023-01-01
207,28q8z5b,muenchen,50,max. 15 km,5.700.000 €,['235.77 m²'],['8 Zi.'],['1.415 m²'],['Einfamilienhaus'],n.a,['1966'],n.a,['Erdwärme'],['Zentralheizung'],2023-01-01
208,25cm953,muenchen,50,max. 15 km,1.240.000 €,['165 m²'],['5.5 Zi.'],['398 m²'],['Doppelhaushälfte'],n.a,['1994'],['C'],"['Gas, Solar']","['Ofen, Zentralheizung']",2023-01-01
209,27gpj5s,muenchen,50,max. 15 km,890.000 €,['99.85 m²'],['4 Zi.'],['136 m²'],['Reihenmittelhaus'],n.a,['1955'],['D'],n.a,"['Fußbodenheizung, Zentralheizung']",2023-01-01
210,27n9q5a,muenchen,50,max. 15 km,auf Anfrage,['757 m²'],['10 Zi.'],['1.186 m²'],['Einfamilienhaus'],n.a,n.a,n.a,n.a,n.a,2023-01-01
211,28cjt56,muenchen,50,max. 15 km,1.960.000 €,['215 m²'],['4 Zi.'],['456 m²'],['Einfamilienhaus'],n.a,['1996'],['D'],['Gas'],['Zentralheizung'],2023-01-01
212,27alj5b,muenchen,50,max. 15 km,2.049.000 €,['155 m²'],['5 Zi.'],['322 m²'],['Einfamilienhaus'],n.a,['2020'],['B'],['Fernwärme'],['offener Kamin'],2023-01-01
213,27etq5c,muenchen,50,max. 15 km,825.000 €,['155 m²'],['6.5 Zi.'],['159 m²'],['Reihenendhaus'],n.a,['1978'],['C'],['Gas'],['Zentralheizung'],2023-01-01
214,276885d,muenchen,50,max. 15 km,2.249.000 €,['267 m²'],['5 Zi.'],['475 m²'],['Einfamilienhaus'],['2 Geschosse'],['2010'],['A'],n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe, Zentralheizung']",2023-01-01
215,27wgv5w,muenchen,50,max. 15 km,2.199.000 €,['242 m²'],['5.5 Zi.'],['667 m²'],['Einfamilienhaus'],n.a,['2010'],n.a,['Elektro'],n.a,2023-01-01
216,284xe57,muenchen,50,max. 20 km,1.170.000 €,['149.37 m²'],['6 Zi.'],['496 m²'],['Bungalow'],n.a,['1965'],['E'],['Gas'],n.a,2023-01-01
217,28ulu56,muenchen,50,max. 20 km,4.980.000 €,['319 m²'],['12 Zi.'],['1.008 m²'],['Mehrfamilienhaus'],n.a,n.a,n.a,n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2023-01-01
218,28d4v56,muenchen,50,max. 20 km,2.890.000 €,['327 m²'],['6.5 Zi.'],['1.241 m²'],['Villa'],n.a,['1966'],['C'],n.a,['Zentralheizung'],2023-01-01
219,27t9m5s,muenchen,50,max. 20 km,1.950.000 €,['205 m²'],['6 Zi.'],['777 m²'],['Reihenendhaus'],n.a,['2003'],['C'],['Gas'],"['Fußbodenheizung, offener Kamin, Zentralheizung']",2023-01-01
220,27hqg5z,muenchen,50,max. 30 km,3.595.000 €,['325 m²'],['7 Zi.'],['500 m²'],['Einfamilienhaus'],n.a,['2010'],['G'],['Gas'],"['Fußbodenheizung, offener Kamin, Zentralheizung']",2023-01-01
221,283ss5b,muenchen,50,max. 30 km,1.119.000 €,['122.2 m²'],['5 Zi.'],['360 m²'],['Doppelhaushälfte'],n.a,['2021'],n.a,n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2023-01-01
222,27zfm5z,muenchen,50,max. 30 km,1.890.000 €,['232 m²'],['7 Zi.'],['1.693 m²'],['Mehrfamilienhaus'],n.a,['1970'],['E'],['Öl'],['Zentralheizung'],2023-01-01
223,26yc75c,muenchen,50,max. 50 km,1.275.000 €,['150 m²'],['5 Zi.'],['234 m²'],['Doppelhaushälfte'],['4 Geschosse'],['2023'],n.a,n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2023-01-01
224,28gh35c,muenchen,50,max. 50 km,795.000 €,['156.3 m²'],['5 Zi.'],['344 m²'],['Doppelhaushälfte'],n.a,['1983'],['B'],['Öl'],['Fußbodenheizung'],2023-01-01
225,27pqc5w,muenchen,50,max. 50 km,840.000 €,['113 m²'],['3 Zi.'],['219 m²'],['Doppelhaushälfte'],n.a,['2014'],['A'],['Elektro'],['offener Kamin'],2023-01-01
226,27au25l,muenchen,50,max. 50 km,2.120.000 €,['382 m²'],['6.5 Zi.'],['893 m²'],['Einfamilienhaus'],n.a,['2015'],n.a,"['Gas, Solar']","['Fußbodenheizung, offener Kamin, Zentralheizung']",2023-01-01
227,27aqa5k,muenchen,50,max. 50 km,999.999 €,['268 m²'],['8 Zi.'],['1.012 m²'],['Einfamilienhaus'],['3 Geschosse'],['1978'],['F'],['Öl'],"['Ofen, Zentralheizung']",2023-01-01
228,279dk5w,muenchen,50,max. 50 km,498.000 €,['108 m²'],['4 Zi.'],['560 m²'],['Mehrfamilienhaus'],['2 Geschosse'],n.a,['F'],['Öl'],['Zentralheizung'],2023-01-01
229,28q4c59,muenchen,50,max. 50 km,1.350.000 €,['261 m²'],['8 Zi.'],['616 m²'],['Doppelhaushälfte'],n.a,['1970'],['B'],['Gas'],['Zentralheizung'],2023-01-01
230,276mr5f,muenchen,50,max. 50 km,1.450.000 €,['281.4 m²'],['8.5 Zi.'],['1.836 m²'],['Einfamilienhaus'],n.a,['1960'],['G'],n.a,['Zentralheizung'],2023-01-01
231,27quj5g,muenchen,50,max. 50 km,895.000 €,['162 m²'],['8 Zi.'],['626 m²'],['Doppelhaushälfte'],n.a,['1953'],n.a,n.a,['offener Kamin'],2023-01-01
232,28dh65b,muenchen,50,max. 50 km,520.000 €,['182 m²'],['5 Zi.'],['492 m²'],['Doppelhaushälfte'],n.a,['1991'],['E'],['Elektro'],['Fußbodenheizung'],2023-01-01
233,2745y5q,muenchen,50,max. 2 km,2.950.000 €,['270 m²'],['12 Zi.'],['135 m²'],n.a,n.a,['1933'],n.a,n.a,n.a,2023-01-01
234,2832t53,muenchen,50,max. 5 km,2.350.000 €,['235.11 m²'],['10 Zi.'],['661 m²'],['Stadthaus'],n.a,['1936'],['G'],['Gas'],['Zentralheizung'],2023-01-01
235,27vrm5r,muenchen,50,max. 5 km,2.290.000 €,['163 m²'],['6 Zi.'],['363 m²'],['Einfamilienhaus'],n.a,['2011'],['A'],['Gas'],"['Fußbodenheizung, offener Kamin']",2023-01-01
236,26ue45z,muenchen,50,max. 5 km,2.950.000 €,['318.33 m²'],['10 Zi.'],['600 m²'],['Mehrfamilienhaus'],n.a,['1945'],n.a,['Gas'],"['Fußbodenheizung, Ofen, offener Kamin, Zentralheizung']",2023-01-01
237,27th25x,muenchen,50,max. 5 km,2.840.000 €,['233 m²'],['9 Zi.'],['475 m²'],['Einfamilienhaus'],n.a,['2024'],n.a,n.a,n.a,2023-01-01
238,28vwk58,muenchen,50,max. 5 km,1.200.000 €,['122 m²'],['4 Zi.'],['212 m²'],['Reihenendhaus'],n.a,['1972'],['F'],['Gas'],['Zentralheizung'],2023-01-01
239,28jem5a,muenchen,50,max. 10 km,1.278.365 €,['151.42 m²'],['5 Zi.'],"['254,38 m²']",['Doppelhaushälfte'],n.a,['2024'],n.a,n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2023-01-01
240,273825p,stuttgart,50,max. 5 km,1.149.000 €,['177 m²'],['6 Zi.'],['1.417 m²'],['Einfamilienhaus'],n.a,['1958'],n.a,['Öl'],n.a,2023-01-01
241,277ga5w,stuttgart,50,max. 5 km,1.890.000 €,['369.01 m²'],[],['594 m²'],['Mehrfamilienhaus'],['3 Geschosse'],['1895'],['F'],['Gas'],['Zentralheizung'],2023-01-01
242,28y3c5b,stuttgart,50,max. 10 km,509.000 €,['156 m²'],['11 Zi.'],['268 m²'],['Mehrfamilienhaus'],n.a,['1700'],n.a,n.a,n.a,2023-01-01
243,28b3p5d,stuttgart,50,max. 15 km,620.000 €,['136 m²'],['8 Zi.'],['359 m²'],['Mehrfamilienhaus'],n.a,['1959'],['F'],['Gas'],['Etagenheizung'],2023-01-01
244,27wfe5l,stuttgart,50,max. 20 km,499.000 €,['169 m²'],['8 Zi.'],['110 m²'],['Mehrfamilienhaus'],n.a,['1930'],['F'],['Gas'],n.a,2023-01-01
245,27l9j5t,stuttgart,50,max. 20 km,639.000 €,['125 m²'],['4.5 Zi.'],['200 m²'],['Reihenmittelhaus'],n.a,['1998'],['A'],['Gas'],"['Etagenheizung, Ofen']",2023-01-01
246,26scs5u,stuttgart,50,max. 20 km,460.000 €,['152 m²'],['6.5 Zi.'],['182 m²'],['Einfamilienhaus'],n.a,['1850'],['F'],"['Holz, Öl']",['Ofen'],2023-01-01
247,27epu5j,stuttgart,50,max. 30 km,449.000 €,['111 m²'],['5.5 Zi.'],['133 m²'],['Doppelhaushälfte'],n.a,['1955'],['H'],n.a,n.a,2023-01-01
248,28mv256,stuttgart,50,max. 30 km,1.700.000 €,['386 m²'],['7 Zi.'],['1.513 m²'],['Einfamilienhaus'],n.a,['1994'],['D'],n.a,['Zentralheizung'],2023-01-01
249,274ca5f,stuttgart,50,max. 30 km,1.100.000 €,['365 m²'],[],['605 m²'],['Mehrfamilienhaus'],n.a,['1971'],['F'],['Öl'],n.a,2023-01-01
250,282u553,stuttgart,50,max. 30 km,669.000 €,['150 m²'],['6.5 Zi.'],['964 m²'],['Einfamilienhaus'],n.a,['1956'],['H'],['Öl'],n.a,2023-01-01
251,27b4j5w,stuttgart,50,max. 30 km,850.000 €,['260 m²'],['7 Zi.'],['527 m²'],['Einfamilienhaus'],n.a,['1963'],['C'],['Gas'],['Zentralheizung'],2023-01-01
252,225ua55,stuttgart,50,max. 30 km,646.000 €,['162 m²'],['5 Zi.'],['116 m²'],['Reihenmittelhaus'],n.a,['2022'],n.a,"['Fernwärme, Gas']",n.a,2023-01-01
253,278hb5h,stuttgart,50,max. 30 km,500.000 €,['129 m²'],['6 Zi.'],['315 m²'],['Einfamilienhaus'],n.a,['1983'],['H'],['Öl'],n.a,2023-01-01
254,2785p5c,stuttgart,50,max. 50 km,699.000 €,['140 m²'],['6.5 Zi.'],['1.456 m²'],['Doppelhaushälfte'],n.a,['2019'],['A+'],n.a,"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2023-01-01
255,28m2954,stuttgart,50,max. 50 km,199.000 €,['150 m²'],[],['225 m²'],['Bauernhaus'],['3 Geschosse'],n.a,n.a,['Holz'],"['Ofen, offener Kamin']",2023-01-01
256,2864v54,stuttgart,50,max. 50 km,489.000 €,['150 m²'],['7 Zi.'],['144 m²'],['Doppelhaushälfte'],n.a,['1923'],['C'],n.a,['Ofen'],2023-01-01
257,27jns5v,stuttgart,50,max. 50 km,539.000 €,['215 m²'],['8 Zi.'],['552 m²'],['Mehrfamilienhaus'],n.a,['1890'],['H'],['Öl'],"['offener Kamin, Zentralheizung']",2023-01-01
258,28sey5a,stuttgart,50,max. 50 km,680.000 €,['215 m²'],['7 Zi.'],['868 m²'],['Mehrfamilienhaus'],['2 Geschosse'],['1971'],n.a,['Öl'],['Zentralheizung'],2023-01-01
259,28z525e,stuttgart,50,max. 50 km,410.000 €,['129 m²'],['5 Zi.'],['728 m²'],['Einfamilienhaus'],n.a,['1962'],n.a,['Öl'],['Zentralheizung'],2023-01-01
260,28wd85c,stuttgart,50,max. 50 km,349.000 €,['111.59 m²'],['6 Zi.'],['452 m²'],['Einfamilienhaus'],n.a,['1954'],n.a,['Gas'],n.a,2023-01-01
261,2892k55,stuttgart,50,max. 50 km,350.000 €,['101 m²'],['5 Zi.'],['175 m²'],['Reihenendhaus'],n.a,['1966'],['H'],['Gas'],"['Etagenheizung, offener Kamin']",2023-01-01
262,2724e5m,stuttgart,50,max. 50 km,480.000 €,['249 m²'],['10 Zi.'],['467 m²'],['Mehrfamilienhaus'],n.a,['1920'],n.a,['Pellets'],"['offener Kamin, Zentralheizung']",2023-01-01
263,27kjn5t,stuttgart,50,max. 50 km,799.950 €,['230.34 m²'],['7 Zi.'],['1.029 m²'],['Einfamilienhaus'],n.a,['1989'],['D'],['Öl'],"['offener Kamin, Zentralheizung']",2023-01-01
264,28zh559,stuttgart,50,max. 50 km,725.000 €,['270 m²'],['6 Zi.'],['1.070 m²'],['Einfamilienhaus'],n.a,['1950'],n.a,['Gas'],['Zentralheizung'],2023-01-01
265,28wwr5b,stuttgart,50,max. 50 km,148.000 €,['55.62 m²'],['2 Zi.'],['402 m²'],['Doppelhaushälfte'],n.a,['1956'],['H'],['Öl'],['Zentralheizung'],2023-01-01
266,27uk754,stuttgart,50,max. 50 km,280.000 €,['136.15 m²'],['7 Zi.'],['221 m²'],['Einfamilienhaus'],n.a,['1870'],['G'],['Öl'],['Zentralheizung'],2023-01-01
267,27saf54,stuttgart,50,max. 50 km,1.345.000 €,['160.09 m²'],['4 Zi.'],['377 m²'],['Einfamilienhaus'],n.a,['1970'],['D'],"['Gas, Öl, Solar']","['offener Kamin, Zentralheizung']",2023-01-01
268,27jds5b,stuttgart,50,max. 50 km,599.000 €,['117 m²'],['5.5 Zi.'],['178 m²'],['Mehrfamilienhaus'],['3 Geschosse'],['2019'],['A+'],['Elektro'],"['Fußbodenheizung, Luft-/Wasser-Wärmepumpe']",2023-01-01
269,273h45b,stuttgart,50,max. 5 km,1.698.000 €,['196.05 m²'],['9 Zi.'],['363 m²'],['Reihenendhaus'],n.a,['2004'],['D'],['Gas'],n.a,2023-01-01
270,2682v55,stuttgart,50,max. 10 km,1.450.000 €,['198 m²'],['9 Zi.'],['929 m²'],['Mehrfamilienhaus'],['3 Geschosse'],['1930'],n.a,['Elektro'],['Etagenheizung'],2023-01-01
271,28x3857,stuttgart,50,max. 10 km,1.485.000 €,['326 m²'],['12 Zi.'],['472 m²'],['Mehrfamilienhaus'],n.a,['1963'],['E'],['Gas'],['Etagenheizung'],2023-01-01
272,28pyj56,stuttgart,50,max. 10 km,829.900 €,['137.35 m²'],['5 Zi.'],"['177,20 m²']",['Reihenmittelhaus'],['3 Geschosse'],['2023'],n.a,['Solar'],['Luft-/Wasser-Wärmepumpe'],2023-01-01
273,28cza53,stuttgart,50,max. 10 km,795.000 €,['160 m²'],['6 Zi.'],['383 m²'],['Mehrfamilienhaus'],n.a,['1933'],['H'],['Gas'],n.a,2023-01-01
274,27jxc5j,stuttgart,50,max. 10 km,895.000 €,['194 m²'],['8 Zi.'],['305 m²'],['Reihenendhaus'],n.a,['1979'],['D'],['Elektro'],['Fußbodenheizung'],2023-01-01
275,2863s59,stuttgart,50,max. 10 km,899.000 €,['155 m²'],['5 Zi.'],['327 m²'],['Einfamilienhaus'],['2 Geschosse'],['1981'],['E'],"['Holz, Öl']","['Ofen, Zentralheizung']",2023-01-01
276,27b495a,stuttgart,50,max. 15 km,1.350.000 €,['347 m²'],['11 Zi.'],['572 m²'],n.a,n.a,n.a,n.a,['Gas'],['Zentralheizung'],2023-01-01
277,27ghs5u,stuttgart,50,max. 15 km,789.000 €,['172 m²'],['5 Zi.'],['121 m²'],['Doppelhaushälfte'],['3 Geschosse'],['2007'],n.a,['Gas'],['Zentralheizung'],2023-01-01
278,26rbp5f,stuttgart,50,max. 15 km,990.000 €,['290 m²'],['18 Zi.'],['k.A.'],['Mehrfamilienhaus'],n.a,['1953'],n.a,n.a,['Zentralheizung'],2023-01-01
279,27xm95m,stuttgart,50,max. 15 km,584.900 €,['135 m²'],['5.5 Zi.'],['271 m²'],['Reihenmittelhaus'],n.a,['2022'],n.a,['Pellets'],n.a,2023-01-01
